equipmentid,description,dept,deptid,purchasedate,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,mpg2020,emissions2020
30425,2009 DODGE NITRO',OIT: Electronic Services/Telecommunications,10696904,8/25/2009,"$18,475.88",$-,"3,368","42,898",$355.85,17.47,466.6640228
30421,2009 DODGE NITRO',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/2009,"$18,475.88",$-,"12,211","107,535","$1,068.45",17.72,1668.64291
30422,2009 DODGE NITRO',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/2009,"$18,475.88",$-,"2,408","68,265",$960.62,17.8,327.576342
30420,2009 DODGE NITRO',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/2009,"$18,475.88",$-,"5,021","84,961","$3,507.01",17.92,678.2109695
30419,2009 DODGE NITRO',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/2009,"$18,475.88",$-,"8,429","82,133",$407.89,18.02,1132.317969
30414,2009 DODGE NITRO',Permits and Development Management,10171715,8/25/2009,"$18,475.88",$-,"14,685","137,609","$1,742.19",18.03,1971.847622
30428,2009 DODGE NITRO',DPW: Safety Office,10707007,8/25/2009,"$18,475.88",$-,"9,125","108,858","$2,393.88",18.1,1220.776484
30417,2009 DODGE NITRO',Fire Department - Fire Prevention,10161602,8/25/2009,"$18,475.88",$-,"12,474","146,832","$3,363.65",18.38,1643.196992
30426,2009 DODGE NITRO',DPW: Contracts/Construction Inspection,10707211,8/25/2009,"$18,475.88",$-,"11,604","127,392","$1,215.63",18.59,1511.502567
30424,2009 DODGE NITRO',Permits and Development Management,10171715,8/25/2009,"$18,475.88",$-,"12,225","164,778",$546.04,18.77,1577.044297
30474,2009 CHEVROLET VAN CARGO',Property Management - Building Maintenance,10252502,1/19/2010,"$15,595.09",$-,"11,998","146,070",$877.11,14.89,1950.202365
30163,2009 CHEVROLET VAN 12PSG',DPW: Safety Office,10707007,1/15/2009,"$26,425.00",$-,"10,384","111,765",$696.24,7.86,3197.133648
30166,2009 CHEVROLET VAN 12PSG',Police Department - Administrative/Technical Services,10151502,1/15/2009,"$26,175.00",$-,"1,695","70,486",$525.05,10.98,373.5653559
30167,2009 CHEVROLET VAN 12PSG',Police Department - Administrative/Technical Services,10151502,1/15/2009,"$26,175.00",$-,"4,010","46,270",$195.95,12.01,808.2782465
30164,2009 CHEVROLET VAN 12PSG',Dept. of Social Services,BS001-2190,1/15/2009,"$26,175.00",$-,"5,580","61,382",$615.09,12.62,1070.883131
30165,2009 CHEVROLET VAN 12PSG',Dept. of Social Services,BS001-2190,1/15/2009,"$26,175.00",$-,"3,332","67,635",$195.93,12.97,622.0341739
30345,2009 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,4/30/2009,"$31,798.00",$-,"17,981","219,194","$2,789.30",7.78,5593.093744
30458,2009 CHEVROLET SUBURBAN',Department of Health (Animal Control),10303007,10/1/2009,"$31,798.00",$-,"6,751","82,370",$697.08,7.98,2047.216055
30453,2009 CHEVROLET SUBURBAN',Police Department - Operations,10151506,10/1/2009,"$31,798.00",$-,"4,647","85,265",$769.17,8.01,1403.675946
30339,2009 CHEVROLET SUBURBAN',Police Department - Operations,10151506,4/29/2009,"$31,798.00",$-,"8,886","187,583","$2,801.67",8.37,2570.646123
30342,2009 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,4/30/2009,"$31,798.00",$-,"8,909","145,920","$1,277.68",8.8,2450.431883
30341,2009 CHEVROLET SUBURBAN',County Sheriff,10181801,4/29/2009,"$31,798.00",$-,"21,588","131,183","$2,493.36",8.94,5846.710597
30455,2009 CHEVROLET SUBURBAN',Police Department - Administrative/Technical Services,10151502,10/1/2009,"$31,798.00",$-,"6,851","114,252","$1,897.96",9.21,1800.754074
30354,2009 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,4/29/2009,"$31,798.00",$-,"26,178","272,041","$2,595.87",9.71,6524.853569
30340,2009 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,4/29/2009,"$31,798.00",$-,"15,540","218,400",$705.36,10.29,3657.532268
30454,2009 CHEVROLET SUBURBAN',County Sheriff,10181801,10/1/2009,"$31,798.00",$-,"18,189","152,965","$5,898.49",10.41,4230.765548
30346,2009 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,4/30/2009,"$31,798.00",$-,"24,474","174,915","$1,765.78",10.81,5481.538543
30457,2009 CHEVROLET SUBURBAN',Police Department - Administrative/Technical Services,10151502,10/1/2009,"$31,798.00",$-,"20,730","248,128","$2,865.47",10.91,4600.971131
30349,2009 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,5/5/2009,"$31,798.00",$-,"5,984","162,275",$232.65,12.23,1184.504238
30160,2009 CHEVROLET SUBURBAN',Police Department - Investigative Services,10151503,12/1/2008,"$50,154.00",$-,"12,088","194,829","$1,267.96",12.39,2362.228578
30347,2009 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,5/5/2009,"$31,798.00",$-,"9,121","151,388",$693.25,12.41,1778.959488
30351,2009 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,5/5/2009,"$31,798.00",$-,"22,798","149,932","$1,548.84",13.29,4152.063155
30460,2009 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,10/14/2009,"$29,073.00",$-,"6,705","70,184","$2,850.46",7.54,2153.677643
30447,2009 CHEVROLET SILVERADO',Fire Department - Operations,10161604,10/7/2009,"$27,588.00",$-,"2,324","47,750",$125.72,8.19,686.6616621
30471,2009 CHEVROLET SILVERADO',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,11/18/2009,"$32,854.00",$-,"13,001","151,790","$2,667.34",8.2,3838.074973
30464,2009 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,11/5/2009,"$29,073.00",$-,"10,998","128,365","$2,193.49",8.35,3187.379177
30450,2009 CHEVROLET SILVERADO',Fire Department - Operations,10161604,10/7/2009,"$27,588.00",$-,"6,398","53,036",$727.85,8.37,1851.045406
30452,2009 CHEVROLET SILVERADO',Fire Department - Operations,10161604,10/7/2009,"$27,588.00",$-,"5,242","49,103",$519.63,8.37,1515.338298
30466,2009 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,11/18/2009,"$29,073.00",$-,"10,781","133,800","$2,919.48",8.54,3055.065595
30463,2009 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,11/5/2009,"$29,073.00",$-,"7,220","106,226",$673.28,8.78,1990.83963
30449,2009 CHEVROLET SILVERADO',Fire Department - Operations,10161604,10/7/2009,"$27,588.00",$-,"6,063","49,371",$484.36,8.85,1658.15786
30448,2009 CHEVROLET SILVERADO',Fire Department - Operations,10161604,10/7/2009,"$27,588.00",$-,"5,063","49,604",$785.71,9.22,1329.495463
30465,2009 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,10/14/2009,"$29,073.00",$-,"13,888","121,370","$3,815.35",9.31,3609.90321
30459,2009 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,10/1/2009,"$29,073.00",$-,"16,504","157,752","$7,259.17",9.35,4273.36798
30451,2009 CHEVROLET SILVERADO',Fire Department - Operations,10161604,10/7/2009,"$27,588.00",$-,"6,228","48,753",$78.46,9.56,1576.865653
30462,2009 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,11/5/2009,"$29,073.00",$-,"14,270","130,602","$2,991.07",10.76,3209.551076
30440,2009 CHEVROLET SILVERADO',DEPS - SWM Facilities Inspection Program,005042XX22,9/9/2009,"$24,093.00",$-,"11,446","136,669",$316.76,11.21,2470.9133
30441,2009 CHEVROLET SILVERADO',DEPS - Reforestation Program,005042XX21,9/9/2009,"$24,093.00",$-,"4,308","92,856",$42.97,12.37,842.8536667
30407,2009 CHEVROLET IMPALA',Police Department - Operations,10151506,7/8/2009,"$16,620.00",$-,"10,357","73,050","$4,681.97",16.52,1517.707209
30394,2009 CHEVROLET IMPALA',Police Department - Operations,10151506,7/8/2009,"$16,620.00",$-,"2,453","99,265",$473.70,17.88,332.0791426
30397,2009 CHEVROLET IMPALA',Police Department - Operations,10151506,7/8/2009,"$16,620.00",$-,"8,546","123,339","$2,241.23",19.65,1053.05629
30389,2009 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,7/8/2009,"$16,620.00",$-,"13,891","122,396","$3,955.50",19.67,1709.487596
30404,2009 CHEVROLET IMPALA',Police Department - Operations,10151506,7/8/2009,"$16,620.00",$-,"8,867","135,642","$3,825.50",20.56,1044.00853
30410,2009 CHEVROLET IMPALA',Police Department - Operations,10151506,7/8/2009,"$16,620.00",$-,"15,876","93,508",$330.79,21.88,1757.019158
30411,2009 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,7/8/2009,"$16,620.00",$-,"13,140","114,011","$5,291.80",21.91,1452.08611
30408,2009 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,7/8/2009,"$16,620.00",$-,"21,227","140,403",$926.47,23.6,2177.36155
30393,2009 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,7/8/2009,"$16,620.00",$-,"15,694","152,272",$905.82,23.6,1609.796975
30388,2009 CHEVROLET IMPALA',Fire Department - Fire Prevention,10161602,7/8/2009,"$16,620.00",$-,"7,672","152,006",$374.34,23.7,783.8272488
30390,2009 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,7/8/2009,"$16,620.00",$-,"13,059","136,700",$384.31,23.74,1331.769227
30386,2009 CHEVROLET IMPALA',Police Department - Office of the Chief,10151501,7/8/2009,"$16,620.00",$-,"5,692","104,035",$679.37,23.93,575.883697
27923,2008 JEEP LIBERTY',Property Management - Grounds and Rec Maintenance,10252504,12/13/2007,"$19,998.00",$-,"9,216","150,890","$1,117.10",15.29,1459.136144
27928,2008 JEEP LIBERTY',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/13/2007,"$19,998.00",$-,"5,353","104,667",$141.02,16.63,779.1455485
27927,2008 JEEP LIBERTY',OIT: Electronic Services/Telecommunications,10696904,12/13/2007,"$19,998.00",$-,"4,951","70,658",$585.40,16.72,716.797132
27926,2008 JEEP LIBERTY',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/13/2007,"$19,998.00",$-,"5,525","71,330","$1,895.03",16.95,789.2623595
27931,2008 JEEP LIBERTY',OIT: Electronic Services/Telecommunications,10696904,12/13/2007,"$19,998.00",$-,"5,388","92,291",$659.26,17.59,741.72053
27930,2008 JEEP LIBERTY',DPW: Contracts/Construction Inspection,10707211,12/13/2007,"$19,998.00",$-,"15,261","189,506","$1,025.47",18.54,1993.224045
27925,2008 JEEP LIBERTY',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/13/2007,"$19,998.00",$-,"8,412","147,760",$393.82,18.78,1084.490641
27924,2008 JEEP LIBERTY',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/13/2007,"$19,998.00",$-,"7,914","142,642","$1,816.69",21.78,879.704825
30071,2008 HONDA CIVIC',Housing Office,005057XX21,7/7/2008,"$21,445.00",$-,"5,868","102,937","$1,903.06",26.07,545.0078038
30076,2008 HONDA CIVIC',Department of Health (Environmental Health Services),10303005,7/7/2008,"$21,445.00",$-,"7,193","94,792","$1,477.65",33.84,514.6548133
30077,2008 HONDA CIVIC',Fire Department - Fire Prevention,10161602,7/7/2008,"$21,445.00",$-,"3,899","112,803","$2,935.94",35.55,265.5318422
30073,2008 HONDA CIVIC',Department of Health (Environmental Health Services),10303005,7/7/2008,"$21,445.00",$-,"9,078","88,326",$342.96,35.68,615.9199149
30078,2008 HONDA CIVIC',Fire Department - Fire Prevention,10161602,7/7/2008,"$21,445.00",$-,"7,276","116,942",$369.30,36.34,484.7349702
30075,2008 HONDA CIVIC',Fire Department - Fire Prevention,10161602,7/7/2008,"$21,445.00",$-,"8,612","122,948",$142.31,37.35,558.2269289
30080,2008 HONDA CIVIC',Dept. of Social Services,BS001-2190,7/7/2008,"$21,445.00",$-,"3,354","105,609",$290.42,37.79,214.87039
30079,2008 HONDA CIVIC',Dept. of Social Services,BS001-2190,7/7/2008,"$21,445.00",$-,"3,956","121,151",$863.80,38.31,249.9965434
30072,2008 HONDA CIVIC',Department of Health (Environmental Health Services),10303005,7/7/2008,"$21,445.00",$-,"4,457","78,650",$499.61,38.47,280.4693769
30074,2008 HONDA CIVIC',Dept. of Social Services,BS001-2190,7/7/2008,"$21,445.00",$-,"3,879","113,477",$130.97,38.62,243.1610388
30089,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/12/2008,"$29,658.00",$-,"8,562","103,153","$1,527.56",6.44,3219.288356
30093,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/19/2008,"$29,743.00",$-,"8,362","105,844",$312.89,6.54,3094.003883
30087,2008 GMC VAN-CW UTIL BOD',DPW: Traffic Engineering,10707702,8/12/2008,"$29,658.00",$-,"13,724","142,030","$1,603.04",7.2,4613.874148
30088,2008 GMC VAN-CW UTIL BOD',DPW: Traffic Engineering,10707702,8/12/2008,"$29,658.00",$-,"7,705","122,368",$562.93,7.27,2564.709162
30091,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/19/2008,"$29,743.00",$-,"8,595","93,088","$1,484.38",7.35,2831.001914
30095,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/19/2008,"$29,743.00",$-,"6,607","104,117",$761.26,7.37,2170.674556
30094,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/19/2008,"$29,743.00",$-,"8,869","120,477","$1,214.83",7.58,2832.420918
30104,2008 GMC VAN-CW UTIL BOD',DPW: Traffic Engineering,10707702,8/26/2008,"$29,658.00",$-,"7,907","90,994",$912.01,7.61,2516.749818
30107,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,9/19/2008,"$29,743.00",$-,"4,672","126,970",$5.66,7.65,1478.278383
30103,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/26/2008,"$29,658.00",$-,"7,331","179,437","$2,270.58",7.71,2302.222359
30092,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/19/2008,"$29,743.00",$-,"9,465","145,896","$2,656.54",7.83,2925.709875
30096,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,8/26/2008,"$29,743.00",$-,"8,868","164,449",$731.59,8.05,2667.490492
30090,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/12/2008,"$29,658.00",$-,"8,436","172,722",$531.30,8.07,2529.24697
30109,2008 GMC VAN-CW UTIL BOD',Property Management - Building Maintenance,10252502,9/19/2008,"$29,658.00",$-,"8,412","140,509","$1,996.98",8.25,2467.924517
30105,2008 GMC VAN-CW UTIL BOD',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/26/2008,"$29,658.00",$-,"9,531","91,486","$1,114.30",8.28,2785.18401
30108,2008 GMC VAN-CW UTIL BOD',Property Management - Building Maintenance,10252502,9/19/2008,"$29,743.00",$-,"12,313","101,726",$991.14,8.51,3501.606571
30102,2008 GMC VAN-CW UTIL BOD',Property Management - Building Maintenance,10252502,8/26/2008,"$29,743.00",$-,"8,148","123,070","$1,833.60",8.56,2304.533506
30100,2008 GMC VAN-CW UTIL BOD',Property Management - Building Maintenance,10252502,8/26/2008,"$29,743.00",$-,"12,763","113,119",$627.03,8.83,3498.84621
30101,2008 GMC VAN-CW UTIL BOD',Property Management - Building Maintenance,10252502,8/26/2008,"$29,743.00",$-,"11,543","109,311","$1,202.87",9.04,3091.295866
30099,2008 GMC VAN-CW UTIL BOD',Property Management - Building Maintenance,10252502,8/26/2008,"$29,743.00",$-,"9,174","99,082",$622.76,9.33,2381.566788
30098,2008 GMC VAN-CW UTIL BOD',Property Management - Building Maintenance,10252502,8/26/2008,"$29,743.00",$-,"10,046","119,021","$1,234.75",9.34,2605.329345
30110,2008 GMC VAN-CW UTIL BOD',Property Management - Grounds and Rec Maintenance,10252504,9/19/2008,"$29,658.00",$-,"6,522","126,265",$840.37,9.51,1660.357908
30138,2008 GMC VAN CARGO',Parking Enforcement Unit,10060602,10/17/2008,"$19,874.00",$-,"7,363","136,992","$3,029.95",10.68,1669.038189
30132,2008 GMC VAN CARGO',Property Management - Building Maintenance,10252502,10/8/2008,"$21,453.00",$-,"8,992","141,702",$785.45,10.94,1989.150924
30137,2008 GMC VAN CARGO',Property Management - Building Oper. & Mgmt.,10252503,10/17/2008,"$19,874.00",$-,"5,554","82,952",$871.85,11.41,1178.028659
30139,2008 GMC VAN CARGO',Property Management - Building Oper. & Mgmt.,10252503,10/17/2008,"$19,874.00",$-,"11,580","104,971",$78.82,11.56,2426.217801
30134,2008 GMC VAN CARGO',DPW: Traffic Planning,10707701,10/8/2008,"$22,278.00",$-,"5,752","113,389",$181.44,11.58,1202.544854
30135,2008 GMC VAN CARGO',Property Management - Building Maintenance,10252502,10/8/2008,"$22,278.00",$-,"12,042","152,520","$1,196.87",11.88,2453.898215
30133,2008 GMC VAN CARGO',Property Management - Building Maintenance,10252502,10/8/2008,"$21,453.00",$-,"6,419","78,246",$314.94,12.04,1291.092838
30136,2008 GMC VAN CARGO',Property Management - Building Maintenance,10252502,10/17/2008,"$19,874.00",$-,"12,823","51,818",$515.50,12.37,2510.380623
30337,2008 FORD VAN CARGO',Police Department - Administrative/Technical Services,10151502,3/18/2009,"$12,776.08",$-,"10,636","64,758",$417.26,19.26,1336.746266
30046,2008 FORD FUSION',Police Department - Operations,10151506,3/25/2008,"$15,994.00",$-,"4,287","80,226",$672.64,17.68,587.081753
30050,2008 FORD FUSION',Police Department - Operations,10151506,3/25/2008,"$15,994.00",$-,"7,015","73,769",$871.66,17.85,951.686321
30045,2008 FORD FUSION',Police Department - Operations,10151506,3/25/2008,"$15,994.00",$-,"3,806","52,346",$325.83,19.33,476.6502928
30036,2008 FORD FUSION',Police Department - Vice/Narcotics,10151504,3/25/2008,"$15,994.00",$-,"22,206","136,295","$2,158.97",19.67,2733.484122
30049,2008 FORD FUSION',Police Department - Vice/Narcotics,10151504,3/25/2008,"$15,994.00",$-,"16,318","156,142",$665.51,20.39,1937.901182
30048,2008 FORD FUSION',Police Department - Operations,10151506,3/25/2008,"$15,994.00",$-,"5,252","64,544",$548.10,20.64,616.0488078
30044,2008 FORD FUSION',Police Department - Administrative/Technical Services,10151502,3/25/2008,"$15,994.00",$-,"19,167","123,585",$831.21,21.84,2124.410492
30060,2008 FORD FUSION',Police Department - Investigative Services,10151503,3/25/2008,"$15,994.00",$-,"10,649","181,660",$377.24,22.52,1144.759798
30049,2008 FORD FUSION',Police Department - Vice/Narcotics,10151504,3/25/2008,"$15,994.00",$-,"16,318","156,142",$665.51,20.39,1937.901182
30036,2008 FORD FUSION',Police Department - Vice/Narcotics,10151504,3/25/2008,"$15,994.00",$-,"22,206","136,295","$2,158.97",19.67,2733.484122
27964,2008 FORD FOCUS',Permits and Development Management,10171715,2/5/2008,"$11,830.00",$-,"4,384","103,000",$823.34,24.8,427.9109884
27962,2008 FORD FOCUS',Permits and Development Management,10171715,2/5/2008,"$11,830.00",$-,"11,806","118,805","$1,157.32",24.96,1145.090186
27967,2008 FORD FOCUS',DPW: Traffic Planning,10707701,2/5/2008,"$11,830.00",$-,"11,692","119,706",$358.97,25.36,1116.029386
27965,2008 FORD FOCUS',Permits and Development Management,10171715,2/5/2008,"$11,830.00",$-,"8,621","131,086","$4,560.29",26.1,799.6510349
27971,2008 FORD FOCUS',Department of Health (Substance Abuse),005030XX67,2/5/2008,"$11,830.00",$-,832,"92,253","$1,172.73",27.7,72.72278912
27963,2008 FORD FOCUS',Fire Department - Fire Prevention,10161602,2/5/2008,"$11,830.00",$-,"12,827","100,926","$1,359.32",28.46,1091.188155
27966,2008 FORD FOCUS',Property Management - Building Maintenance,10252502,2/5/2008,"$11,830.00",$-,"12,054","112,462",$670.47,28.55,1022.02625
27970,2008 FORD FOCUS',Department of Health (Environmental Health Services),10303005,2/5/2008,"$11,830.00",$-,"6,761","108,492","$1,453.79",28.89,566.5884034
27969,2008 FORD FOCUS',DPW: Bureau of Utilities (Engineering),300707802,2/5/2008,"$11,830.00",$-,"5,782","47,889","$1,172.73",30.13,464.5495687
27911,2008 FORD ESCAPE',Permits and Development Management,10171715,11/26/2007,"$24,724.00",$-,"9,369","127,774",$343.31,18.69,1213.908818
27901,2008 FORD ESCAPE',DPW: Contracts/Construction Inspection,10707211,11/26/2007,"$24,724.00",$-,"13,710","198,257","$4,134.54",23.6,1406.485359
27902,2008 FORD ESCAPE',DPW: Traffic Signal Operations,10707703,11/26/2007,"$24,724.00",$-,"6,362","107,953",$463.98,24.37,632.0216783
27912,2008 FORD ESCAPE',DPW: Equipment Maintenance,10707503,11/26/2007,"$24,724.00",$-,97,"100,062","$1,521.35",24.69,9.512726747
27916,2008 FORD ESCAPE',DEPS - SWM Facilities Inspection Program,005042XX22,11/26/2007,"$24,724.00",$-,"3,684","119,318","$1,569.39",25.5,349.8150765
27906,2008 FORD ESCAPE',Property Management - Grounds and Rec Maintenance,10252504,11/26/2007,"$24,724.00",$-,"9,021","143,154","$1,018.99",25.59,853.4600509
27910,2008 FORD ESCAPE',Permits and Development Management,10171715,11/26/2007,"$24,724.00",$-,"11,092","155,795",$236.32,26.12,1028.01557
27919,2008 FORD ESCAPE',Fire Department - Fire Prevention,10161602,11/26/2007,"$24,724.00",$-,"11,270","111,107","$12,056.04",26.2,1041.494116
27907,2008 FORD ESCAPE',DPW: Bureau of Utilities (Admin.),300707801,11/26/2007,"$24,724.00",$-,"5,672","117,199",$160.49,26.5,518.128676
27915,2008 FORD ESCAPE',DPW: Traffic Planning,10707701,11/26/2007,"$24,724.00",$-,"12,417","164,944",$627.31,26.54,1132.788739
27909,2008 FORD ESCAPE',Property Management - Grounds and Rec Maintenance,10252504,11/26/2007,"$24,724.00",$-,"9,659","143,761",$440.54,26.99,866.5292795
27903,2008 FORD ESCAPE',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,11/26/2007,"$24,724.00",$-,"5,901","127,046",$75.82,27.25,524.2823196
27914,2008 FORD ESCAPE',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,11/26/2007,"$24,724.00",$-,"5,911","78,220",$183.01,28,511.0590296
27913,2008 FORD ESCAPE',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,11/26/2007,"$24,724.00",$-,"3,961","78,980","$1,569.39",28.11,341.0942811
27905,2008 FORD ESCAPE',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,11/26/2007,"$24,724.00",$-,"15,902","187,000",$696.54,28.41,1355.085721
30065,2008 FORD E250',OIT: Infrastructure,10696903,5/23/2008,"$17,069.25",$-,"6,554","165,697",$725.96,14.19,1118.458196
30064,2008 FORD E250',OIT: Infrastructure,10696903,5/23/2008,"$17,353.74",$-,"7,575","145,285","$1,073.35",15.57,1177.852448
27987,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,3/19/2008,"$21,664.00",$-,"4,439","139,272",$646.75,8.99,1195.718651
28084,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,4/4/2008,"$21,664.00",$-,"2,799","127,004",$210.06,9.28,730.3068475
27985,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,3/11/2008,"$21,664.00",$-,"7,171","132,645",$469.46,9.71,1787.443238
28091,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,4/10/2008,"$21,664.00",$-,"7,084","147,439","$3,705.26",10.06,1705.436365
28065,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,4/10/2008,"$21,664.00",$-,"1,860","144,859",$648.56,10.21,441.2423091
28076,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,4/10/2008,"$21,664.00",$-,"7,962","143,428",$605.21,10.3,1871.734898
28040,2008 FORD CROWN VICTORIA',Police Department - Support Operations,10151507,3/19/2008,"$21,664.00",$-,"11,633","181,222","$1,923.81",10.44,2697.533058
28022,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,3/11/2008,"$21,664.00",$-,"5,887","107,116","$2,821.49",10.61,1343.342737
27980,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,3/5/2008,"$21,664.00",$-,853,"76,869","$1,145.44",10.87,189.9001821
28004,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,3/11/2008,"$21,664.00",$-,"4,041","111,067",$587.49,11.47,852.8649627
28005,2008 FORD CROWN VICTORIA',County Sheriff,10181801,3/11/2008,"$21,664.00",$-,"12,354","189,048","$1,246.98",11.51,2598.677194
28073,2008 FORD CROWN VICTORIA',Police Department - Administrative/Technical Services,10151502,4/4/2008,"$21,664.00",$-,"4,700","129,202",$63.31,11.98,950.0521396
28096,2008 FORD CROWN VICTORIA',Bureau of Corrections,10080801,4/10/2008,"$21,664.00",$-,"3,812","174,962",$382.09,12.03,767.2112901
28082,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,4/10/2008,"$21,664.00",$-,"10,817","176,867",$852.69,12.25,2137.343406
27991,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,3/11/2008,"$21,664.00",$-,"11,541","134,464",$468.76,12.27,2276.241937
30008,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,3/5/2008,"$21,734.00",$-,"13,907","184,510","$3,477.69",14,2404.858207
30006,2008 FORD CROWN VICTORIA',Police Department - Administrative/Technical Services,10151502,3/11/2008,"$21,734.00",$-,"2,488","136,707",$707.53,14.88,404.671704
30018,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,3/5/2008,"$21,734.00",$-,"5,368","157,483",$271.97,14.97,868.347963
28074,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,4/10/2008,"$21,664.00",$-,"7,648","167,206","$1,165.42",15.72,1177.907522
30004,2008 FORD CROWN VICTORIA',Police Department - Investigative Services,10151503,3/11/2008,"$21,734.00",$-,"19,852","170,474","$1,733.40",17.17,2798.758906
30014,2008 FORD CROWN VICTORIA',Police Department - Administrative/Technical Services,10151502,3/3/2008,"$21,734.00",$-,"5,187","119,987",$899.59,17.49,718.057459
30021,2008 FORD CROWN VICTORIA',Bureau of Corrections,10080801,3/19/2008,"$21,734.00",$-,"1,230","130,699",$205.93,17.51,170.091898
30007,2008 FORD CROWN VICTORIA',Police Department - Operations,10151506,3/11/2008,"$21,734.00",$-,"13,693","151,143","$2,106.32",23,1441.337087
30168,2008 DODGE Grand Caravan',Police Department - Administrative/Technical Services,10151502,1/16/2009,"$12,672.63",$-,"23,263","165,583","$2,968.37",17.16,3281.606925
30142,"2008 CHEVROLET VAN,PRISONER TP'",Police Department - Operations,10151506,10/31/2008,"$23,522.00",$-,"12,222","85,900",$518.06,11.12,2661.632388
30126,2008 CHEVROLET VAN CARGO',Department of Health (Animal Control),10303007,9/30/2008,"$32,050.00",$-,"1,231","163,372",$632.29,11.72,254.2529599
30081,2008 CHEVROLET VAN CARGO',Department of Health (Admin),10303001,7/17/2008,"$14,773.00",$-,"14,652","177,091",$302.78,12.72,2789.799895
30085,2008 CHEVROLET VAN CARGO',Police Department - Administrative/Technical Services,10151502,7/17/2008,"$14,773.00",$-,"13,984","153,243",$140.48,13.22,2560.326018
